Q1_86,1734.8270000000002
Q2_86,2244.960999
Q3_86,2533.804993
Q4_86,2154.962997
Q1_87,1547.8189960000002
Q2_87,2104.411995
Q3_87,2014.362999
Q4_87,1991.746998
Q1_88,1869.0499989999998
Q2_88,2313.631996
Q3_88,2128.32
Q4_88,2026.8289989999998
Q1_89,1910.603996
Q2_89,2331.164993
Q3_89,2206.549995
Q4_89,2173.967995
Q1_90,2148.278
Q2_90,2739.3079989999997
Q3_90,2792.753998
Q4_90,2556.009995
Q1_91,2480.973999
Q2_91,3039.522995
Q3_91,3172.115997
Q4_91,2879.000999
Q1_92,2772.0
Q2_92,3550.0
Q3_92,3508.0
Q4_92,3243.859993
Q1_93,3056.0
Q2_93,3899.0
Q3_93,3629.0
Q4_93,3373.0
